X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1400277.49506421,605074.146730483,817552,1869838A,2020/01/06 15:47:00+00,,,Vacant,,D,8,CENTRAL FOREST PARK                      ,2737A007,4107 MAINE AVE
1400633.22565196,604453.630254984,817560,1794438A,2019/05/22 10:53:00+00,,,Vacant,,F,6,CENTRAL FOREST PARK                      ,2738 004,4009 SPRINGDALE AVE
1400679.96998106,603913.994523227,817592,2240921A,2023/05/10 14:46:00+00,,,Vacant,,F,6,CENTRAL FOREST PARK                      ,2739 008,4114 W FOREST PARK AVE
1401973.95394164,604096.698554143,817656,1756597A,2019/01/21 11:17:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2741 021,3808 NORFOLK AVE
1402006.66024105,603913.681859806,817675,2054886A,2021/11/12 00:46:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2741A011,3813 NORFOLK AVE
1401516.24258672,603904.528334811,817714,2278403A,2023/07/28 20:03:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2742 020,3924 NORFOLK AVE
1401568.02922855,603754.010263145,817730,2059109A,2021/11/13 15:31:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2742A013,3923 NORFOLK AVE
1401177.02968247,603770.682145804,817754,2306738A,2023/09/29 17:18:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2743 011,4006 NORFOLK AVE
1400991.93818913,603698.128485143,817758,1705101A,2018/08/07 15:56:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2743 015,4014 NORFOLK AVE
1401290.53240822,603517.817822143,817762,1857396A,2019/11/05 08:00:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2743A004,4008 FAIRVIEW AVE
1401254.93274188,603635.558072224,817770,1893462A,2021/01/06 10:07:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2743A011,4007 NORFOLK AVE
1400713.70055664,603582.935802147,817794,1459692A,2016/10/24 16:58:00+00,,,Vacant,,H,6,WEST FOREST PARK                         ,2744 012,4122 NORFOLK AVE
1400956.88609388,603517.306012139,817815,2258141A,2023/06/15 13:12:00+00,,,Vacant,,H,6,WEST FOREST PARK                         ,2744A002,4103 NORFOLK AVE
1400924.38648698,603368.886033401,817841,2238439A,2023/05/10 14:42:00+00,,,Vacant,,H,6,WEST FOREST PARK                         ,2744A029,4112 FAIRVIEW AVE
1400786.24568714,603319.144334972,817848,509500A,2009/11/06 16:28:00+00,,,Vacant,,H,6,WEST FOREST PARK                         ,2744A036,4126 FAIRVIEW AVE
1401281.76011606,602726.691451639,817901,2163089A,2022/09/22 16:28:00+00,,,Vacant,,F,6,WEST FOREST PARK                         ,2748A011,4104 FAIRFAX ROAD
1401058.41279373,602254.10381414,817937,1862306A,2019/11/22 16:26:00+00,,,Vacant,,F,6,WINDSOR HILLS                            ,2748B019,4136 WOODHAVEN AVE
1400832.86173564,603128.523981303,817972,1710724A,2018/08/19 11:22:00+00,,,Vacant,MCC,F,6,WEST FOREST PARK                         ,2748C005,4111 FAIRVIEW AVE
1400740.94197197,603113.123749644,817977,2271950A,2023/07/21 18:47:00+00,,,Vacant,,F,6,WEST FOREST PARK                         ,2748C010,4121 FAIRVIEW AVE
1400466.48549989,602990.160084814,817992,1949314A,2020/11/11 20:35:00+00,,,Vacant,,F,6,WEST FOREST PARK                         ,2748C025,4151 FAIRVIEW AVE
1400328.70657597,602935.068659559,818000,2210718A,2023/02/28 13:46:00+00,,,Vacant,,F,6,WEST FOREST PARK                         ,2748C033,4167 FAIRVIEW AVE
1400712.52339363,602929.945966393,818004,2270640A,2023/07/17 21:55:00+00,,,Vacant,,F,6,WEST FOREST PARK                         ,2748C038,4200 BONNER ROAD
1400307.34047697,602614.465298146,818047,1992242A,2021/05/10 12:46:00+00,,,Vacant,,E,8,WEST FOREST PARK                         ,2748D018,4235 BONNER ROAD
1401582.73359548,603172.701714471,818100,2066183A,2021/12/10 13:28:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2750 001,3100 WOLCOTT AVE
1401704.65493955,602962.020049229,818157,2218881A,2023/03/21 13:04:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2750A010,4000 FAIRFAX ROAD
1401783.83719589,602817.613513887,818179,2300838A,2023/09/18 15:03:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2750B001,4001 FAIRFAX ROAD
1401485.43162473,602650.811025977,818198,1514383A,2017/03/30 13:44:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2750B020,4039 FAIRFAX ROAD
1402169.38235655,602835.8477294,818220,701272A,2011/05/06 12:49:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2752 002,3002 CHELSEA TERR
1402085.54262923,603150.724396229,818234,2110037A,2023/07/27 19:54:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2752 016,3028 CHELSEA TERR
1401901.61484747,603168.37396723,818246,1764576A,2019/02/18 12:33:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2752 028,3919 BONNER ROAD
1401940.08524297,603487.085272059,818300,1952684A,2021/01/08 15:33:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2752A014,3104 CHELSEA TERR
1401932.46419522,603506.648225054,818301,2064754A,2021/12/05 02:08:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2752A015,3106 CHELSEA TERR
1402004.15991797,603611.448868483,818338,1601995A,2017/10/23 09:53:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2754 006C,3825 FAIRVIEW AVE
1402355.66610472,603507.56981115,818352,1890200A,2020/11/27 15:44:00+00,,,Vacant,,H,6,CONCERNED CITIZENS OF FOREST PARK        ,2754 018B,3800 BONNER ROAD
1402184.83705005,603266.492865473,818375,1363750A,2016/03/10 16:41:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2755 010,3809 BONNER ROAD
1402321.05987471,602893.677666232,818386,1172721A,2014/11/21 13:29:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2755 015,3818 WOODHAVEN AVE
1402440.3887043,602949.500061139,818392,2201737A,2023/01/26 12:59:00+00,,,Vacant,,F,6,CONCERNED CITIZENS OF FOREST PARK        ,2755 021,3806 WOODHAVEN AVE
1404347.52695039,598309.78722772,818450,2272569A,2023/07/17 13:19:00+00,,,Vacant,,H,7,MOUNT HOLLY                              ,2800 036,3414 W NORTH AVE
1402249.57379723,599057.428448975,818472,849602A,2012/06/18 16:35:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2804A003,2104 MOUNT HOLLY ST
1402243.31101447,599074.468441144,818473,53353A,2005/04/25 00:00:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2804A004,2106 MOUNT HOLLY ST
1402230.20933464,599290.684544146,818483,1351755A,2016/02/03 15:25:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2804A014,2126 MOUNT HOLLY ST
1402219.8615863,599462.12678656,818491,641915A,2010/11/05 16:44:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2804A022,2142 MOUNT HOLLY ST
1402056.39176889,599439.504784554,818493,1845296A,2019/09/25 08:24:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2804A024,2127 LYNDHURST AVE
1402215.33928564,599566.940881386,818561,1460441A,2016/10/28 14:24:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2805A002,2202 MOUNT HOLLY ST
1402211.69067089,599647.108043894,818565,2221827A,2023/03/22 15:38:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2805A006,2210 MOUNT HOLLY ST
1402924.94810264,599027.089598894,818574,33998A,2004/12/02 00:00:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 001,3702 CLIFTON AVE
1402779.95003305,599118.414875567,818578,2221953A,2023/03/23 16:55:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 005,2103 CHELSEA TERR
1402776.93068214,599140.509975731,818579,616361A,2012/02/03 13:04:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 006,2105 CHELSEA TERR
1402773.97924447,599162.204486147,818580,712732A,2011/05/25 11:06:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 007,2107 CHELSEA TERR
1402768.06521431,599205.513782725,818582,179556A,2007/01/09 18:31:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 009,2111 CHELSEA TERR
1402765.08096831,599227.353962138,818583,1919756A,2020/07/31 18:05:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 010,2113 CHELSEA TERR
1402762.08589555,599249.262054816,818584,1615011A,2017/12/14 16:29:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 011,2115 CHELSEA TERR
1402736.89467297,599433.783339307,818595,1660787A,2018/04/28 18:54:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 022,2137 CHELSEA TERR
1402730.6026908,599479.858050317,818598,1536951A,2017/05/23 08:43:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 025,2143 CHELSEA TERR
1402728.62303597,599494.416092053,818599,380785A,2008/11/26 16:54:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 026,2145 CHELSEA TERR
1402726.62861739,599508.877349228,818600,252779A,2007/10/11 17:00:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2808 027,2147 CHELSEA TERR
1402710.40489656,599631.99816598,818608,1886996A,2020/03/06 17:08:00+00,,,Vacant,MCC,E,7,MOUNT HOLLY                              ,2808 035,2163 CHELSEA TERR
1403383.82612188,599067.596079558,818622,2221954A,2023/03/23 16:56:00+00,,,Vacant,HUD,E,7,MOUNT HOLLY                              ,2809 001,3600 CLIFTON AVE
1403882.31331389,599093.812562555,818660,2221950A,2023/03/23 16:48:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2810 001,3500 CLIFTON AVE
1403516.32880963,599188.563357309,818666,156038A,2006/08/28 16:36:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2810 010,2101 ELSINORE AVE
1403776.51300055,599684.460987553,818691,278610A,2008/03/12 12:22:00+00,,,Vacant,MCC,E,7,MOUNT HOLLY                              ,2812 019,2211 ROSLYN AVE
1403405.37758797,600042.438946143,818695,1137213A,2014/08/29 12:27:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2813 001,2220 ROSLYN AVE
1403491.50208764,599847.689007565,818698,1913223A,2020/07/11 00:51:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2813 004,2214 ROSLYN AVE
1403003.61428389,599663.848495975,818739,1505421A,2017/02/23 12:33:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2814 025,3608 WINDSOR MILL ROAD
1402983.41648963,599666.762204066,818740,1379720A,2016/05/05 08:49:00+00,,,Vacant,,E,7,MOUNT HOLLY                              ,2814 026,3610 WINDSOR MILL ROAD
1402422.81623289,599478.718616888,818768,60534A,2005/05/27 08:30:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2817 026,2151 MOUNT HOLLY ST
1402421.01702389,599496.630654559,818769,258108A,2007/10/31 16:43:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2817 027,2153 MOUNT HOLLY ST
1402416.03639081,599550.663682982,818772,1419141A,2016/07/18 12:32:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2817 030,2159 MOUNT HOLLY ST
1402404.2903513,599676.841252148,818779,1745964A,2018/12/03 10:48:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2817 037,2213 MOUNT HOLLY ST
1402397.6860338,599746.826020315,818783,1295655A,2015/09/18 12:38:00+00,,,Vacant,,F,7,MOUNT HOLLY                              ,2817 041,2221 MOUNT HOLLY ST
1402376.7313513,599769.353534311,818784,2211965A,2023/03/03 09:33:00+00,,,Vacant,MCC,F,7,MOUNT HOLLY                              ,2817 042,2223 MOUNT HOLLY ST
1402773.72530797,600026.37434572,818800,2159753A,2022/09/06 15:11:00+00,,,Vacant,,E,6,MOUNT HOLLY                              ,2818 001,2210 ALLENDALE ROAD
1402686.73598064,599765.291206479,818811,1198380A,2015/02/03 09:22:00+00,,,Vacant,,E,6,MOUNT HOLLY                              ,2818 007B,3720 WINDSOR MILL ROAD
1402729.59514689,600334.755290642,818823,1935981A,2020/09/13 21:31:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2819 007,2312 ALLENDALE ROAD
1402726.27855247,600356.533462316,818824,2263476A,2023/06/28 13:41:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2819 008,2314 ALLENDALE ROAD
1402624.23348098,600202.903520226,818829,2213324A,2023/03/07 14:13:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2819 013,2305 CHELSEA TERR
1402594.46057464,600398.036988229,818832,2230673A,2023/04/20 15:37:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2819 016,2315 CHELSEA TERR
1402826.26752572,600811.461686313,818992,2137974A,2022/07/20 12:17:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2827 011,3703 PIEDMONT AVE
1403151.76162539,601310.193628475,819043,2119412A,2022/06/09 20:59:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2832 007,2601 ELSINORE AVE
1402315.36926931,601537.001901895,819081,2024384A,2021/07/31 21:16:00+00,,,Vacant,,D,6,WINDSOR HILLS                            ,2835 007,2612 CHELSEA TERR
1401920.41205397,601222.958238646,819098,2170052A,2022/10/01 23:19:00+00,,,Vacant,,D,6,WINDSOR HILLS                            ,2835 024,4006 ALTO ROAD
1402921.87593031,601986.251003399,819171,2262181A,2023/07/25 13:09:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2838 014,2712 ELSINORE AVE
1402591.67088206,601870.874265641,819183,2244051A,2023/05/23 11:14:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2839 012,2708 ALLENDALE ROAD
1402583.56787989,601970.481021807,819185,1745091A,2018/11/23 10:08:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2839 014,2712 ALLENDALE ROAD
1402161.94733205,601688.787687555,819198,2262182A,2023/06/28 20:40:00+00,,,Vacant,,D,6,WINDSOR HILLS                            ,2840 013,2703 MOUNT HOLLY ST
1403570.87758505,602317.52822797,819203,1648621A,2018/03/15 12:47:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2841 004,2806 GARRISON BLVD
1403429.20693664,602318.527897894,819204,2104982A,2022/05/09 14:52:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2841 005,2809 ROSLYN AVE
1402579.91467197,602030.176768556,819235,1792937A,2019/05/17 15:01:00+00,,,Vacant,,F,6,GARWYN OAKS                              ,2844 007,2800 ALLENDALE ROAD
1401567.83205047,602343.769973397,819350,1769112A,2019/03/10 11:29:00+00,,,Vacant,,F,6,WINDSOR HILLS                            ,2849 034,4033 WOODHAVEN AVE
1400630.56030297,601649.620114982,819417,1962947A,2021/01/12 10:12:00+00,,,Vacant,,F,6,WINDSOR HILLS                            ,2849B007,4022 DUVALL AVE
1400377.2314133,601425.008359477,819539,1508498A,2017/03/08 09:14:00+00,,,Vacant,,E,8,WINDSOR HILLS                            ,2856 001,2807 LAWINA ROAD
1400668.45392796,601266.892862067,819552,1979244A,2021/03/23 10:37:00+00,,,Vacant,,E,8,WINDSOR HILLS                            ,2856 012,2900 N LOUDON AVE
1400758.44259314,601146.593233898,819555,2327757A,2023/12/07 09:44:00+00,,,Vacant,,E,8,WINDSOR HILLS                            ,2856 015,2808 N LOUDON AVE
1401249.27560097,599890.478292063,819567,1345170A,2016/01/11 16:20:00+00,,,Vacant,,F,6,WINDSOR HILLS                            ,2870 008,2403 TALBOT ROAD
1402842.25043339,598269.700037554,819671,2252850A,2023/06/09 15:49:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880 019,1908 CHELSEA ROAD
1402819.02705464,598442.41458714,819675,1729822A,2018/09/30 09:41:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880 023,1916 CHELSEA ROAD
1402766.30111022,598695.20574823,819677,2026173A,2021/08/04 21:03:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880 027,1924 CHELSEA ROAD
1402013.21108097,599018.909825221,819703,1946306A,2020/10/16 14:22:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880B022,3843 CLIFTON AVE
1402334.5050578,598648.862336978,819713,1728596A,2018/10/03 13:07:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880B032,3710 CHESHOLM ROAD
1402434.47959539,598371.023325726,819736,2026193A,2021/08/01 21:16:00+00,,,Vacant,,F,7,FAIRMONT                                 ,2880C016,1908 CEDRIC ROAD
1402469.28005072,604370.735079557,819820,2227949A,2023/04/17 10:25:00+00,,,Vacant,,F,6,FOREST PARK                              ,2901 007,3713 W FOREST PARK AVE
1403460.52806821,604370.469332054,819834,1796662A,2019/06/12 10:16:00+00,,,Vacant,,F,6,FOREST PARK                              ,2902 003,3629 LIBERTY HEIGHTS AVE
1403522.84421656,604342.867353141,819837,740478A,2011/07/25 16:48:00+00,,,Vacant,,F,6,FOREST PARK                              ,2902 003C,3623 LIBERTY HEIGHTS AVE
1403644.78426139,604298.366457894,819842,2214305A,2023/03/13 12:51:00+00,,,Vacant,,F,6,FOREST PARK                              ,2902 003H,3613 LIBERTY HEIGHTS AVE
1403215.24509422,604304.165330812,819850,1891572A,2021/07/06 15:21:00+00,,,Vacant,,F,6,FOREST PARK                              ,2902 005,3620 W FOREST PARK AVE
1403283.11864613,604278.683426395,819851,2214323A,2023/03/13 10:37:00+00,,,Vacant,,F,6,FOREST PARK                              ,2902 006,3618 W FOREST PARK AVE
1403236.69682297,603907.320323974,819873,2076470A,2022/01/31 12:06:00+00,,,Vacant,,F,6,FOREST PARK                              ,2903 009,3616 SPRINGDALE AVE
1403455.07729173,603825.710907146,819878,1439550A,2016/08/31 12:21:00+00,,,Vacant,,F,6,FOREST PARK                              ,2903 014,3606 SPRINGDALE AVE
1402760.30309072,604634.172544807,819886,1773976A,2019/06/12 10:16:00+00,,,Vacant,,F,6,FOREST PARK                              ,2904 006,3713 LIBERTY HEIGHTS AVE
1402530.51319598,603785.981327817,819910,1555283A,2017/07/06 13:35:00+00,,,Vacant,,F,6,FOREST PARK                              ,2906 013,3708 FAIRVIEW AVE
1403114.42803864,603565.910901815,819934,1574231A,2017/08/13 14:10:00+00,,,Vacant,,F,6,FOREST PARK                              ,2908 020,3614 FAIRVIEW AVE
1403935.03400896,603641.280829817,819961,1946415A,2020/10/14 21:06:00+00,,,Vacant,,F,7,FOREST PARK                              ,2910 004,3506 SPRINGDALE AVE
1404093.3105953,604127.418637067,819988,1987879A,2021/04/23 18:24:00+00,,,Vacant,,F,7,FOREST PARK                              ,2911 012,3519 LIBERTY HEIGHTS AVE
1404246.67905498,604070.897096559,819995,2093449A,2022/04/01 12:38:00+00,,,Vacant,,F,7,FOREST PARK                              ,2911 019,3505 LIBERTY HEIGHTS AVE
1404529.97376397,603961.925857812,820016,1816020A,2019/09/20 11:17:00+00,,,Vacant,,F,7,FOREST PARK                              ,2912 010,3419 LIBERTY HEIGHTS AVE
1404462.10578947,603984.753896147,820019,2234761A,2023/04/26 13:59:00+00,,,Vacant,,F,7,FOREST PARK                              ,2912 013,3425 LIBERTY HEIGHTS AVE
1405095.66324939,603665.199089065,820035,1040925A,2013/12/20 09:50:00+00,,,Vacant,,F,7,FOREST PARK                              ,2913 002B,3304 N HILTON ST
1404784.43060413,603316.671242803,820117,2314620A,2023/10/22 22:14:00+00,,,Vacant,,F,7,FOREST PARK                              ,2914 004,3302 SPRINGDALE AVE
1404247.15838473,603698.606830642,820128,2241725A,2023/05/12 10:11:00+00,,,Vacant,,F,7,FOREST PARK                              ,2915 008,3415 W FOREST PARK AVE
1404535.11679831,603413.643161729,820136,2198189A,2023/06/15 09:53:00+00,,,Vacant,,F,7,FOREST PARK                              ,2915 016,3400 SPRINGDALE AVE
1404119.27051714,603356.652133971,820137,2214102A,2023/03/13 13:17:00+00,,,Vacant,,F,7,FOREST PARK                              ,2916 001,3417 SPRINGDALE AVE
1402926.05374347,603232.219640061,820231,1837226A,2019/09/01 13:26:00+00,,,Vacant,,F,6,FOREST PARK                              ,2921 019,3017 GARRISON BLVD
1402872.7795718,603272.817327887,820232,1940793A,2021/11/22 07:10:00+00,,,Vacant,,F,6,FOREST PARK                              ,2921 020,3019 GARRISON BLVD
1403756.97038873,602706.314851984,820243,2094337A,2022/04/25 19:25:00+00,,,Vacant,,F,7,HANLON-LONGWOOD                          ,2922 009,3501 POWHATAN AVE
1403889.87366623,602492.384177476,820254,2236391A,2023/05/03 20:15:00+00,,,Vacant,,F,7,HANLON-LONGWOOD                          ,2923 012,3410 DUVALL AVE
1403135.18915197,604737.883623481,820295,2214200A,2023/03/09 17:56:00+00,,,Vacant,,D,6,CALLAWAY-GARRISON                        ,2931 009,3700 LIBERTY HEIGHTS AVE
1402965.01921672,604796.312968567,820297,2260527A,2023/06/23 21:43:00+00,,,Vacant,,D,6,CALLAWAY-GARRISON                        ,2931 011,3704 LIBERTY HEIGHTS AVE
1402263.56425481,605939.722755224,820338,1902330A,2020/06/02 16:46:00+00,,,Vacant,,E,6,CALLAWAY-GARRISON                        ,2934 002,3605 GARRISON BLVD
1402358.01583755,605975.859493971,820349,2104988A,2022/05/09 14:45:00+00,,,Vacant,,E,6,CALLAWAY-GARRISON                        ,2934 013,3819 CHATHAM ROAD
1402991.27769439,605537.172707304,820375,1581952A,2017/09/07 14:43:00+00,,,Vacant,,D,6,CALLAWAY-GARRISON                        ,2935 017,3710 DORCHESTER ROAD
1403395.44617739,605796.260771811,820389,2145875A,2022/08/05 18:31:00+00,,,Vacant,,D,6,CALLAWAY-GARRISON                        ,2936 013,3700 CHATHAM ROAD
1402736.85070981,607044.809127733,820459,2328143A,2023/12/13 17:28:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2938 037,3819 BELLE AVE
1402353.91938905,607019.402682483,820472,2214307A,2023/03/13 13:14:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2938 049,3925 BELLE AVE
1402601.36771305,606509.785591483,820509,2303200A,2023/09/20 14:38:00+00,,,Vacant,,E,6,CALLAWAY-GARRISON                        ,2939 034,3820 BARRINGTON ROAD
1403276.83420989,607079.626643389,820515,1821270A,2019/09/23 10:22:00+00,,,Vacant,,E,6,CALLAWAY-GARRISON                        ,2940 001,3731 BELLE AVE
1403637.19503772,606120.600346223,820575,2104957A,2022/05/09 14:46:00+00,,,Vacant,,D,6,CALLAWAY-GARRISON                        ,2942 002,3702 CALLAWAY AVE
1403179.70382673,607257.71519798,820642,2284515A,2023/08/15 09:34:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2948 005,3800 BELLE AVE
1402523.85244814,607239.969170481,820658,2104948A,2022/05/06 17:18:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2948 021,3904 BELLE AVE
1403131.41717789,607352.155625895,820664,2027317A,2021/08/05 21:55:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2948 029,4002 AYRDALE AVE
1402542.78154413,607422.950431809,820698,2287993A,2023/08/17 17:59:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2948 063,3903 BOARMAN AVE
1402719.61091489,607618.73973839,820753,2328140A,2023/12/13 17:37:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2949 020D,3830 BOARMAN AVE
1402803.7108123,607624.673453555,820755,1881131A,2020/02/20 17:30:00+00,,,Vacant,,F,6,CALLAWAY-GARRISON                        ,2949 022,3826 1/2 BOARMAN AVE
1402108.19940805,607656.471946388,820789,1766117A,2019/02/24 14:16:00+00,,,Vacant,,,6,CALLAWAY-GARRISON                        ,2949 048,3911 W COLD SPRING LANE
1403775.32960397,608479.916821808,820874,2279425A,2023/08/01 13:17:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2951A021,3643 DOLFIELD AVE
1403468.82135873,608935.701343313,820939,2326342A,2023/12/08 13:22:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2951C008,3742 DOLFIELD AVE
1403326.79736455,609178.50663197,820973,1840181A,2019/09/16 08:14:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2951C042,3773 COLUMBUS DR
1403344.30421931,610294.444688812,821095,1843258A,2019/09/19 16:18:00+00,,,Vacant,,F,6,LUCILLE PARK                             ,2958 002,4902 REISTERSTOWN ROAD
1403290.2413353,610305.29177998,821099,1843257A,2019/09/19 16:17:00+00,,,Vacant,,F,6,LUCILLE PARK                             ,2958 006,4910 REISTERSTOWN ROAD
1403418.59475313,610266.262986645,821111,1682390A,2018/06/22 13:28:00+00,,,Vacant,,F,6,LUCILLE PARK                             ,2959 005,4854 REISTERSTOWN ROAD
1403403.83198738,610265.185560971,821112,1775198A,2019/04/01 12:28:00+00,,,Vacant,,F,6,LUCILLE PARK                             ,2959 006,4856 REISTERSTOWN ROAD
1402264.14463422,609588.679696143,821175,1863744A,2020/01/13 13:56:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2959B050,3930 DOLFIELD AVE
1402196.97252446,609621.936191306,821179,1426309A,2016/08/02 14:22:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2959B054,3938 DOLFIELD AVE
1401881.92033306,609822.325554311,821197,2037448A,2021/09/10 18:54:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2959B072,3974 DOLFIELD AVE
1401868.8563828,608304.163892478,821285,2166862A,2022/09/22 11:13:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 020,3917 RIDGEWOOD AVE
1401605.20861614,608218.219838649,821315,1012943A,2013/08/23 18:54:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 052,4305 GARRISON BLVD
1401979.17571597,608437.952666894,821327,1901855A,2020/06/01 16:08:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 064,3904 RIDGEWOOD AVE
1401943.21089289,608435.474325389,821329,2258057A,2023/06/20 10:13:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 066,3908 RIDGEWOOD AVE
1401860.55160938,608429.9054389,821333,2185241A,2022/11/19 21:22:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 070,3916 RIDGEWOOD AVE
1401842.69862673,608428.575060979,821334,1632818A,2018/01/25 11:12:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 071,3916 1/2 RIDGEWOOD AVE
1401787.8624503,608424.820147231,821336,2214182A,2023/04/26 12:11:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 073,3920 RIDGEWOOD AVE
1401691.88167113,608418.233218148,821340,2234105A,2023/04/24 15:31:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2960 077,3928 RIDGEWOOD AVE
1402799.39946923,608716.702437475,821394,2179121A,2023/01/07 20:03:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2962 020,3812 FERNHILL AVE
1401724.29269555,608833.226810724,821436,1601731A,2017/10/23 11:13:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2975 013,3926 FERNHILL AVE
1401566.35994056,608801.510010645,821439,2104951A,2022/05/06 17:10:00+00,,,Vacant,,F,6,DOLFIELD                                 ,2975 015A,4425 GARRISON BLVD
